tweet,Personal_Attack
UK Muslim women on Boris Johnson's racist 'burka' comments @AJEnglish  https://t.co/ZjF7uz4f8t,0
"@matthewjdowd @DrKikiG Trump did not say any thing or Fox News, which means he is a white citizen",0
@AynRandPaulRyan I'll be phonebanking for @BetoORourke from Pennsylvania. They're also looking for folks to text in… https://t.co/fPpeyNzhUp,0
@speyquine @LesleyRiddoch @hazelglasgow @theSNP That's one for Head Office.,0
@ImmigrationDept @DCI_Kenya @GKihalangwa @InteriorKE @TheStarKenya Why are you deporting them yet they have commite… https://t.co/v5Az41T1HJ,0
Officials fearful of trains packed with white nationalists and foes. https://t.co/2plMzWluvB via @HuffPost,0
"@jessphillips @stephenpollard You're precisely the sort of decent human being that the Corynistas will be coming for next, Jess...",0
@timesofindia @RahulGandhi Defense minister of India is woman in BJP government. Shut your mouth Mr bean,1
M3 Nylon Male-female Hex Spacers Screw Nut Stand-off Plastic Assortment Kit 180pc Black https://t.co/FOkeZRfI0b @tunguz,1
"@chicagotribune father amazon treats us so well , sometimes 2 servings of gruel per 12 hr shift!  we love our benev… https://t.co/zmzhtH8gs8",0
@GcobaniGqibelo @SkyNews That's a bit racist,1
"@joke2power @jdawsey1 If he's not dead yet, this picture will kill him",0
@FoxNews @TuckerCarlson Because people are stupid and think free stuff is great and have no clue that it has to be… https://t.co/SzeSNSSvai,0
"@NBCNews @CNBC Buy those maga votes.
Unbelievable",0
@USATODAY @realDonaldTrump loves the White-Trash-Trailer- Baroque for people with money.,0
"@Tori_Himemi (고개를 살짝 젓는다) 토리가 다치지않았다면 그걸로 괜찮단다. 아끼던 찻잔이라고 하더라도, 그보다는 토리가 더 중요하니 말이야. ...솔직하게 말해줘서 고마워, 귀여운 토리. (몸을 살짝 숙여 머리를 부드럽게 쓰다듬어준다)",1
@rupertmurdoch Aust public sick of lying American corporations that don’t pay tax here.,1
"RT @sweale: Why do black male graduates earn £7,000 less per year than their white peers? https://t.co/zgykHcVkLv",0
@latimes What is it when illegals kill Americans? https://t.co/XcSXC4GY1J,0
@eric_c_robbins @dr_slothyy @FoxNews White men are in power. Help them END suffering.,0
@FOX4 Someone broke into his home and fucking killed him who cares if he had weed you fucking ghouls.,1
@rh_moore86 @politicshome Well let's see how it all pans out...sometimes you really want something then when you ge… https://t.co/thbofHqBvC,0
@TheEconomist Cops kill in order to instill fear,1
"RT @GregProops: @crampell The @GOP is a white people, death-cult",1
@UmarCheema1 No increase in electricity price just die u filthy...,1
"RT @G_I_G_I75: La réforme du bac est surtout une opportunité pour pourrir la vie des élèves et, accessoirement, de leurs professeurs. En re…",0
If I give you 1000$ can you kick me in the balls barefoot and stomp them until I can't get up or until all your ang… https://t.co/7Jyhkzbyl3,0
@dpj1980 @Bareth1987 @PphifeE @SkyNews @SadiqKhan First president to legalise gay marriage and appoint a gay person in the white house.,0
@washingtonpost Great give it to them! Deport all illegal criminal aliens!,0
@BetteMidler @BklynDin @nytimes trump doesn't hate chain migration. trump hates people of color.,1
@chazhboyd @donaldtrumpjr @MSNBC Just wish the next time trump sticks his foot in his mouth he chokes to death!,1
"@ProPublica Charlottesville declares state of emergency ahead of anniversary of white nationalist rally
https://t.co/Ktx1jxruhM",0
@guardian Fucker needs to leave! How’s he gonna call 19 points behind City an achievement,0
@OwenJones84 You think Britain runs the world. You’re such a white supremacist.,1
@realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews No white man came with a piece of land to Africa.,0
@KreayHeffnerr @LBC @IainDale Please point them out.  Show us what you're talking about.,0
"@BritishDemocrat @afneil Page 13. Brexit white paper. Para 2.1

Read it and GROW UP",1
@LBC @AndrewCastle63 Corbyn all day long.,1
"@realDonaldTrump @CNN @NBCNews You're a sick joke, every news organization is against you, Google reports don't fla… https://t.co/3YWxT2SN1C",1
@Milbank @tmcsjgw18 Their ignorance is shameful,0
@darrenrovell @Nike is racist,1
RT @teka50: @CNNPolitics Then Trump should shut his mouth!,0
@FoxNews absolutely barbaric and this woman deserves an electric chair . Just too sad.,1
@RalstonReports Hoping the brownies turn Nevada ...Red,0
"@EricTrump @Reuters That suit is a hateful, disgusting antic in and of itself.",0
@NBCNews @MalcolmNance Holy cow is he ignorant.,0
#Lion with an agonising infected eye languishes in #AlbaniaZoo #zoo https://t.co/7I1jMI3gV6 via @MailOnline,0
From South and Central America Parasitic illness caused by 'kissing bugs' is spreading across the US https://t.co/4FqVnXaUyQ via @MailOnline,0
"@latimes I guess these women want corroboration, good for them",0
RT @_Nicksy: I'm a little too good at sensing when someone's off with me,0
@JenniferJJacobs @maddow This White House runs like a temp agency.,0
@TrishWarne1 @megawattwatts @sunny_hundal Racist against which race?,0
@marklutchman @CNN is racist,1
@YesMrGilbert @AP Is he is white????,0
@WalshFreedom @FoxNews FOX News and his own tweets. He usually ONLY trusts himself but Putin has asked Trump to put all faith in him.,0
@ABlGFNJlNX @piedmontian11 @ABC Isn't it obvious. They are distractions for current GOP corruption and......SQUIRREL!,0
@shannyk36 @CNNPolitics @63KMP notice its all white people that are mad.,0
@JonesTrey7 @CBSNews She’s a progressive. He’s a neoliberal.,0
@HuffPost Children should not kill them selves ever !!,0
@SkyNewsBreak White wash😡,1
@business Let's hope good cigars are smoked...  A fine #davidoff ... Or a tasty #partagas... The choice of #cigar says a lot 😂,0
@13millionplus @daveweigel That was for his Vermont senate run. He will be a proud Democrat if Democrats show they'… https://t.co/Jip6ZTvJ7t,0
"@MichaelCBender Finally!
Even fire goes out if you remove the oxygen",0
@NBCNews Hello NBC. Please die. Regards.,1
@smh @MWhitbourn An ignorant racist idiot! Get him off the air!!!,1
@solomonster @nypost @WWE I guess those monkeys they have there are only so good.,0
@KenRoth @GlennKesslerWP Why do you prolong the lie of the Sauds ? Isn’t it more potent to tweet what the Sauds did… https://t.co/QhvFuPVZxR,0
We need ALLAT.! I see you Lil bro https://t.co/pqoG7zcnk1,1
@ScreedofStevie @AP Go suck Trump's ass!,1
@SkyNews Those queuing should tweet @sajidjavid telling him another fine mess you have got us into.🤔😀,1
@russianautumn Почему-то сразу так и подумалось😀,0
@business @bopinion Only thing #Trump right about his a classic America hate monger,1
@SInow @MLB Catch that bitch!,1
"@CNNPolitics Don’t wary. . . 
The country and the world is better with out the scumbags.",0
@meef_chaloin @RT_com Less of the hate #bigot,0
"@Wuler3 ""To be honest""
Sarebbe ad essere onesto 😂",1
@GuidoFawkes @afneil Fat chance of Wimpy putting his hand in his pocket.,0
N.Y. Gov. offers to pay fees for 7-year-old's lemonade stand shut down by state health inspector https://t.co/j4zAHOdxHu via @CBSNews,0
@DailyMirror Stupid leftists,1
"@pollytoynbee  You are very quiet , have you no response or are you enjoying yourself in your Tuscan villa https://t.co/Sb8RWszSYD",0
"@Independent NikeSex😆😆😆😆😆

Leave dat nigga alone 
@Cristiano",0
@NaveedAJamali @MSNBC You are national hero Will be watching for you to do well wherever you go,0
@BenSirs @AlisonMitchell @malcolmconn @PeterMcGlashan @MichaelVaughan I just really hope you don’t have any daughters.,0
@Reuters Looks like Americans don’t like statues to treasonous cowards. Where can we fund their defense of these 3 patriots.,0
@maggieNYT tRump is an absolute disgrace.  To this country.  To the  office he was fraudulently elected to.  To eve… https://t.co/jiK36CHida,1
@MirrorBreaking_ @DailyMirror Hang this bastard 😡😡😡,1
"India 1st developing nation to successfully test biofuel operated commercial flight, thus enabling us to save 4K Cr… https://t.co/WMpRAUHQ10",0
Hang your head in shame @George_Osborne. This has to be the death knell of the @Conservatives and their pathetic at… https://t.co/1vtpiupCnN,0
@them_apples @AMcNeillPeel @littlejeff5 @labourpress @thetimes Nope.,0
"@realFlynnTag @2Aspire_4Love @FoxNews @JudgeJeanine Hey dude, where do you get your information? Fox News? https://t.co/3zim2Emuxk",0
@swtseptember928 @greenie1952 @MeetThePress @AndrewGillum @CNN @brianstelter @brianseltzer Oh do you mean the left… https://t.co/wM3AKIO17R,0
@washingtonpost WaPo wants chicago to kill itself 😂,0
"@CNNPolitics Netanyahu is a Palestinian murderer, Israel is NOT the promised land of the Israelites. Those fake Jew… https://t.co/baSf9ezd2W",1
@LibertyD14 @jaketapper He is going alone 😊,0
"Congrats, @b_mccaffrey! Knock ‘em dead!! https://t.co/3Lz0e4KScg",0
@FoxNews @Judgenap Hell no they will twist every word Trump says don't volunteer information ever,1
@postlocal @washingtonpost What is a white nationalist?,0
@liarpoliticians @EvanHD Not even Julian #Assange is claiming that anymore. You are fake news.,1
@ABC Enough of these racist people.,1
@CapehartJ @PeeOTUS_45 I understand your thought process...I want to get to the point where we can as human beings… https://t.co/oFirnDpbkt,0
RT @RavieDhiman1: @vijithkumar557 @RealSmartyRahul @ndtv You are the most ignorant person in India!,1
RT @Antonia62019914: @guardian Don't think people are buying your MSM bulls**t anymore @guardian,1
@FoxNews Oh those Russians OR Chinese they got Hillary’s private server!?,0
@jonkarl @ABC I saw that and the grouch set of his jaw.  It is interesting how deeply the Treasonous Village Idiot… https://t.co/AXTYVsREYW,0
@ABCWorldNews @TerryMoran If @realDonaldTrump allows this BS to stop an innocent man - he should be assassinated -… https://t.co/KRiGCMm3Ty,1
"@hughhewitt @nytimes @MeetThePress Oh Hugh, stop it. You know the leak didn't come from the Special  Counsel. Shame on you",0
@FootySuperTips @SkySportsNews @ManUtd Their starting 11....🤣🤣🤣🏃🏃🏃,0
@Sambannz @WanjeriNderu @Reuters Word!!!,0
@ABC Americans that reject FAKE NEWS already know that prez Trump is Not corrupt. Truth is.....Fake News IS corrupt.,1
@PhilipRucker @pbump Tough on crime...strong on the border..sounds more and more racist.,1
@FoxNews @jasoninthehouse Y’all should ashamed of y’all selves. Didn’t some white guy in Colorado kill his two daughters and wife?,0
@nytimesworld Three white people were seen leaving the scene by @sarahjeong,0
@wolfgankg 🥰,0
@MaryFra15312370 @scottp9563 @FoxNews And then those cities were burned down and looted. 😂😂😂😂,0
@ktpapa @nytimes How’s production?,0
Trump adviser Larry Kudlow hosted publisher of white nationalists at his home https://t.co/SoCe2A91Rm  @costareports,0
@FoxNews @dbongino Just Do it Mr PRESIDENT! What the hell do you have to loose?,0
@SierraClub @USATODAY @TrevorHughes We just wanna kill anything and everything.,0
@CNNPolitics May she rot eternally. Her little middle school poli sci speech was a complete joke. This moved people… https://t.co/HoSqZHYCIC,1
"RT @Sannbailey: @NBCNews Traitor, pure and simple.",1
@kjjwall99 @CNNPolitics The White House will hopefully soon be alive w Music 🎶 Of Indictments 😬🇷🇺,0
@FoxNews @LisaGri03746160 KILL HIM IMMEDIATELY,1
"RT @millylacombe: “Temer perdoa quase 30 bi de dívida dos bancos”
Silêncio
“Temer e Meirelles preparam plano para perdoar 534 bilhões que e…",1
@ABC @jonkarl Wow - tRump is such an ass.,1
"@cnn is russian bot. No one, no one on this planet can be this stupid. https://t.co/AYHiQj5utm",1
@Channel4News Should be locked up for lying to the country and sending soldiers to die.,0
We should find ways to give more visibility to professional journalism says @Molenews1 on source transparency works… https://t.co/ES2Zq9tokU,0
@MiamiHerald How could anyone vote for that guy?,0
@brianstelter @PARISDENNARD Racist move CNN,1
@jaketapper And threatened to kill the president!!!,0
@LesFenton2 @SkyNewsAust @dailytelegraph @PeterDutton_MP @TurnbullMalcolm Dutton will loose his seat next election,0
"@JMPSimor @hazelglasgow @IainDale When you're exceptional, you're special.

Expats vs migrants. https://t.co/p1R2DCvCCk",0
@HuffPost Sean has done something real bad and he is scared. Really scared he should be you know what happens to people who commit treason.,1
Pope Francis Condemns ‘Atrocities’ of Church Sex Abuse and Cover-Up   via @NYTimes https://t.co/u447VwUwCm,0
"“Washington readies for today’s planned white supremacist rally near White House”, ⁦@washingtonpost⁩  https://t.co/yZuQ5q13kB",0
@CBSNews That BS is nowhere close to true. The White House must be living in a fantasy world.,1
@OwenJones84 Better remove any vicars for old sitcoms. Racist.,1
@MarkUrban01 Consider yourself lucky u  were not one of the millons of brown and Asian people he helped kill.,0
"@uu_mh_ 나이거 3.1

틀린거같은데..?",0
"@realDonaldTrump @FoxNews Given how seriously &amp; dangerously mentally ill you are, it’s easy to imagine how betrayed… https://t.co/341jXNXn9y",0
@mrenduch @realDonaldTrump @CNN This is mature? Hmmmm. Do you have any intelligent commentary? Instead of stating y… https://t.co/06a5IRKVwo,0
@diliz864 @kukana49 @FoxNews You're the one attacking. Hypocrite. Typical. No valid argument huh? You all are the same.,1
"Bastard #Presstitutes😈😈
@htTweets @IndiaToday @timesofindia @ndtv @sardesairajdeep @rahulkanwal @BDUTT @republic… https://t.co/Kda62aKbWS",1
"RT @greenz_11: “I’ll smack anybody in everybody up in here”

Me: https://t.co/zAbWhcWSTv",0
@bigtim134 @theJeremyVine @M6NSTER Or just castration!,0
@sherman_news Wow burn.,0
@GOT7Official #갓세븐 #GOT7 #PresentYOU 4,0
@davidallengreen @BarryGardiner What you are witnessing is the Labour Party trying to shore up the white work class vote.,0
@nytimes @BetsyDeVosED an @NRA puppet.,1
@MSNBC Has Trump ever watched a Trump white racist rally,0
"@MatiasReggiardo Así funcionan , son Hdp @eldestapeweb",1
@hurryhurryomaha @KyleClark Punch and pie.,0
@chucktodd and @MSNBC Can you just simply stop your ridiculous questions to this black man? You look so suspicious… https://t.co/f6K31wJMl8,1
@EadeDebbie @JulieGo1960 @TrenceA @JimMBuzz @bernardlyons @timwalters0 @GuitarMoog @TheEconomist My bad. Gibraltarians then.,0
@OwenJones84 hope you get what you want https://t.co/YdZSXTw0Hn,0
@CNNPolitics Another example of the racist GOP's depraved indifference and divisive tactics to tear US apart,0
@washingtonpost White people 🤦🏼‍♂️,0
"@CBSNews While talking to White House reporters. 

Spewing nonsense",1
"@latimes Classic “Don’t hate the player, hate the game” move.",0
@washingtonpost Research shows people hire those to whom they relate. Just sayin’.,0
@j_gene @OutwardBoundUK Congratulations on your win! Hope you enjoyed our Classic Reserve 🍾🥂,0
"A poor workman blames his tools. ~unknown 😇

@maddow @GStephanopoulos @Acosta  #TGIT https://t.co/MhNSomw1Pg",0
@FoxNews @PressSec @realDonaldTrump so snoop dog got to change his name because it's racist to call him a dog ?😂,0
@FoxNews @foxandfriends You’re against ANY immigration unless they’re white.,1
@SkyNewsAust @PeterDutton_MP @TurnbullMalcolm @Senator_CFW What a shame. HAHAHA 😂,0
@realDonaldTrump @CNN @NBCNews Just wait old man.......soon your FOX Propaganda Russian Nationalist lying machine w… https://t.co/L6MMmFv5Wg,1
@foxnewsalert @BretBaier As usual the president shows the American people what idiots the fake news media and self righteous pundits are -,0
@ndtv One more beheaded!,0
@FoxNews Burn this fucking church to the ground then rebuild it,0
@SkyNews And I bet he’ll get a suspended sentence or a couple months at HMP Hilton for this disgusting act. Drop hi… https://t.co/QpMqnzYLBw,0
@ljayes @tommayor11 @SkyNewsAust Bring it on!,0
"RT @waldocarrasco: Pucha el primo pa mentiroso oye   

Chadwick un fracaso en combatir delincuencia https://t.co/SNIGcjRt9h",1
HEADS UP | One WB lane of Gandy Blvd from Quincy to MacDill will be closed until 3 p.m. today because of constructi… https://t.co/f3HZXBWK5I,0
@bencasselman Ben just stay the hell away from Bryan Adams/Summer of '69 jokes because that is my turf.,0
LISTEN  guys don't #monkeythisup by believing  #MSN @CNN @MSNBC hype  that Florida's  candidate  was speaking racis… https://t.co/2F0Hc5YuXX,1
Deer was spotted yesterday on the newly made cycling track in Noida City Forest. Many more such species are becomin… https://t.co/1GTXExAu0a,0
@brithume @maggieNYT Like Aretha keep his name out your racist degenerate mouth,1
@concerned2511 @RealJack @WhoWolfe @cnnbrk @CNNPolitics CNN is racist,1
@rachelsklar @JeriLRyan @BostonGlobe This is called Boston machine politics at work.,0
@lorraineSW1 @MailOnline what the fuck @ukhomeoffice,0
@NBCNightlyNews @RichardEngel Pastor should’ve mind his own business,0
@FoxNews Death penalty for these animals ms 13...,1
@jaketapper @maggieNYT Gosh. Have to wonder who hired her to work in the White House.,0
@RT_com Anyone know where the White Helmets are?,0
@MSNBC @FrancisWegner Men with no upper teeth.,0
@jogally @GuardianMemeWin @JuliaHB1 White is a colour,0
RT @OmarHelpawy: على أمل تجينا أيام مش عالبال ولا عالخاطر .,0
"@lifelearner47 @HuffPost @MMFlint indeed, and you folks are headed for another civil war. Believe us we can see it from everywhere else.",0
"Well, clearly South America is racist!
Backlash Against Venezuelan Refugees Grows Across South America 
https://t.co/1FEjYZxAFC via @WSJ",1
RT @BuranDarda: @business black NBA players earns twice what white ones do,0
@mooo192 @Turki_alalshikh الو,0
@CNNPolitics. How do you revoke a clearance when you give it up when you leave You position.,0
@dr_dot @AnnelaTannante @CNN @nytimes @CBS @NBCNews @washingtonpost Americans get what they deserve,1
"@CalNBC *Don Lemon*
&gt;sees how white antifa is
""Police and journalists were attacked by white activists""",0
@CNNPolitics Spike Lee is one of the most racist people in America!,1
@GabbyLogan This is a very unpleasant and nasty woman. Perhaps she should be hunted and culled herself.,1
RT @dcirama_: Tengo disfunción eréctil y ninguna mujer quiere tener relaciones sexuales conmigo. De ahí surge mi resentimiento hacia el gén…,0
@MSNBC Radical Islamist hussein was/is racist.  Trump is not!,0
"RT @100stagram: [Instagram satgotloco]
백현X로꼬 - YOUNG 31일 오후 6시 발매 ⭕️🙌 https://t.co/oifTKX3uYu https://t.co/vdiqhYVSex",0
@ksieff @RRN3 They honorable folk are US citizens just by the fact they served in our military protecting this coun… https://t.co/rjwFd8IDB8,1
"@SkyNews Disgusting!, The idiot in white T-shirt should be arrested , The Police are doing there jobs, 
People shou… https://t.co/xr7xOFxkum",1
"@alexinlaw @jatroa @BritishTeetotal @LaceyGraeme @razibkhan @toadmeister Oh another grammar police, wow",0
RT @Independent: Dad grades typo-filled council letter about his son missing school  https://t.co/RFnRERJ6tS,0
"@TheBobBailey @Sir_Randolph_VC @CNN Go Bob!  Go Bob!  It’s your birthday 🎁 🎂 🎉 💥 
https://t.co/2dwioawUur",0
@HoffToTheTouch @latimes White privilege. Racist much.,1
@Lordbrexit @Dav1dAllum @maturefinancier @DevonBloke @1812ann @EleanorRylance @DavidHadley1973 @jamesoxby… https://t.co/r7Dp9lL3Yg,1
@CGTNOfficial hope better,0
@IamNelsonG @sweetkeet @AntoniaZ @TorontoStar @fordnation You must be fun at parties.,0
@DorothyMB @GMA @michaelstrahan @sarahaines Not yet!! Mike is the #1 coon around here,1
@NBCPolitics @MSNBC You are so freakin wrong you are a true unbelievable LIAR!!!!!!,1
RT @DylanWangTH: ถึงจะนอนดึก เอ๊ะ หรือยังไม่ได้นอน แต่หน้าที่ก็คือหน้าที่ หวังเห้อตี้กับการโพสเว่ยขายมือถือ MEITUxF4 รุ่นพิเศษสกรีนลายเอฟโฟ…,0
@Ducky8abug @gingertraceyb @MikeDorning @Stonekettle @StevenTDennis @bpolitics Amen,0
@reductiologic @CNNPolitics Oh he won't pull out just go limp because laughing at him is not only a political thing.,0
@cobbo3 @dailynation How cold.. ..may they burn in hell.,0
@caityweaver @DanabethMarie should we go to Chili Corners tomorrow to celebrate?,0
@DavidPSNP @nickeardleybbc hammond canny coont tae ten !!!  freakin wank,0
"@conservmillen @dbongino @brianstelter Invaders...?...""..""....carry y'all 😎",0
@Reuters Everyone benefits from black culture accept black people themselves.,0
@jaketapper THIS is what you take away from the white nationalist march?,0
"@Political_Ed_ @washingtonpost @CiCi77 Oh look, liberal media is lying... again.",0
@JTaylor_JTaylor @therealroseanne @ABCNetwork Haven’t watched any @abc since the canceled Last Man Standing. Will n… https://t.co/gXeAY7EVMI,0
"@stephenpollard @DawnButlerBrent You're a particularly nasty right wing troll. And racist too, if this tweet is anything to go by.",1
@LivEchonews What about @Peakybliverpool . I find foreigners rude so why would I want to go to Italy 🇮🇹 when #Liverpool is friendlier,0
@impactcoachuk @ayeshahazarika @HannahAlOthman @OwenJones84 @BBCr4today Hard left ya bollox.,0
@PamelaPaulNYT Like what?  Women who work in the school cafeteria are thieves?,0
@SkyNews Must feel horrible to be hunted down 🤔,0
@ABC Your all white. Duh !!!,0
@CapehartJ @LindseyGrahamSC should practice what he preaches. He disgraces his friend’s memory,0
@ABC Castrate the hooligans.,0
@pkcapitol @HotlineJosh You don't really serve Obama's DOJ when you're an ausa. This is stupid.,0
@TrumpinTheShark @PhilipRucker @PostRoz euuuu Gordon is another dirt bag 🤦‍♀️,0
"みちひろさんの危険度レベル
［死　神］
［魔　王］
［半狂乱］
［犯罪者］
［中　毒］
［変　態］
［不審者］
［物　騒］
［子　供］
［安　全］
［無　害］
［天　使］⏪みちひろさん

#あなたの危険度レベル
https://t.co/UopyXSj0V7
👼",0
@HuffPost He killed a K9 officer. Citizens are punished for animal cruelty..police officers should be as well.,0
@cek0001 @BrittPettibone @sarahjeong @nytimes These old white guys saved her country https://t.co/3KLoQn6tqb,0
@GourdsForTurnip @Reuters You’re a hella incitefull Gourd,0
@SkyNewsAust Send them back where they came from,0
@NBCNews @NBCAsianAmerica A rare moment of Justice in a country turned somewhat insane.,0
South Africa withdraws white farmland redistribution bill https://t.co/X4XLIGOlmQ via @MailOnline,0
"@realDonaldTrump @FoxNews YOU are the Enemy of the People.
You are Public Enemy #1
We know what happens to those",1
"@FoxNews Jimmy is really pathetic, but he always has been.👎👎",1
@hallzie_is_dead OH LAWD,1
@realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews How about worrying about Americans?,0
@ABC He’s right - racist misogynists are en vogue with most American consumers now. Q anon and macho man say so.,0
"@AliVelshi @NovusNegrimLLG @MrDane1982 @MSNBC This is utterly specious and you know it.

Bernie has parachuted into… https://t.co/uYovJgPWcs",0
@MarrShow Sunday morning is traditionally shouting at Marr then listening to #TheArchers omnibus. This change means… https://t.co/uZIJcFSQBM,0
@CBSNews Everyone knows that the Democrats hate America.,0
@MSNBC @SteveKornacki This will bring all the racist Floridians in droves.,0
@Calgacus83AD @afneil Clueless racist number 2,1
@HuffPost Lots of Democrats eat tons of your burgers. What legislation are you buying.,0
@SkyNewsAust Pfffft. You knew exactly what you were doing. Congrats on drawing social media attention to a show that was tanking.,0
"@ADL_National @JGreenblattADL @USATODAY NO!NO!NO!
I've lived what you are talking about . The Fascist Right is what… https://t.co/hw6LHrLc7i",0
@PaulaDuvall2 @RT_com Are you really so stupid?,1
@alb309 @SheriffClarke @KellyannePolls @CNN @mike_pence @JoeTalkShow @BreitbartNews @RedNationRising @AmericaFirstPAC No worries man.,0
@StevePeers @justinhendrix @MollyJongFast @joshtpm You win.,0
@DailyMirror You know what so what the guy got punched he should be put in front of the prisoner's and have the shi… https://t.co/R5focjTxJF,0
"RT @produce48: #프로듀스48 l [48스페셜] CUBE - 한초원 l 당신의 소녀에게 투표하세요
#PRODUCE48 l [48スペシャル] CUBE - ハン・チョウォン l 少女に投票して下さい  
 
2018년, 당신의 소녀에게 투표하라!…",0
"من تازه فهمیدم ابوطالب کیه :///
از شخصیت توییترش خوشم نمیاد اصن به یه تناقض عجیب رسیدم که هم دوسش دارم هم ندارم :)))",1
@NBCNews He should be picking out his new front porch rocking chair... We vote.,0
@ZerlinaMaxwell @MSNBC ❤️When do you get your own show? I’m getting impatient. ❤️,0
@itvmargemsley @LeTour @Welcome2Yorks Your weekend penthouse Margaret?,0
@markwonderful @JRubinBlogger You're nuts.,0
@haaretzcom Bet he's glad we don't kill and maim protestors by the thousands here.,0
@DailyMirror He should be stoned to death never mind jailed,1
"@NicholasGray @australian Oh puleeze two balding white conservative are “a new generation” ?
🙄",0
White Texas police officer found guilty of murder for fatally shooting black teen in car https://t.co/s4WVsNGhRM vi… https://t.co/yuejhg8Ayv,0
@AmosWulff's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,0
@KTHopkins @SkyNews @BBCNews @Channel4News That’s because they are so far right supporters &amp; ur defending them? You… https://t.co/8ZmRpKOHG2,1
"@AliAhma52716624 @AJEnglish Yes you are right, and to prove what you just said king Salman hosting over 1000 Palestinian families.",0
Want to Protect the Right to Abortion? Train More People to Perform Them   via @NYTimes https://t.co/kfWKP9Ebph,0
@CNNPolitics Most just call him a traitor to his own principals.,0
@IngrahamAngle @NBCNews Racist Laura going after yet another minority,1
@TIME They really should have smashed it up better,0
"@bbcpaddy Oh you wee scamp! 
Hope you get PM.",1
@theboltreport @SkyNewsAust The Pope? Is that we're calling the Mad Monk now?,0
@chrislepkowski I’d take him at Albion,0
@nytimes Guess they were duped just like those who voted for the fat orange man were,0
"@CNNPolitics What will sicko @realDonaldTrump say to him? Congratulate him for torturing and murdering an ""enemy of the people""?",0
@SKThatsIt @nytimes Don't be a sexist .women never lie .😂😂,0
We want what we deserve #NotInRavangla #NoTwoCampus #TheHomelessNIT #NITWithoutCampus #NoMoreDelay @pawanchamling5… https://t.co/uMpYCYWYOh,0
@maggieNYT @kylegriffin1 Who knew Making America White Again could be so difficult?,0
@dandrezner @AlanDersh You have no eyes.  You have TDS blinders.,1
@chris_mandle Hate this,1
"ربِّ أسألك خير ما في هذا اليوم وخير ما بعده
♻️ https://t.co/lDAyj0f0lW",1
"@CharlotteHawkns @GMB @alexberesfordTV @realjoeswash No, looks ridiculous.",0
"@T68864224 @realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews @Tyler
There is no black man around the globe that is racist...",0
@rayrahul @ndtv Life is precious but family should get atleast 1 crore for each 61 persons who got killed and now b… https://t.co/qlbfLAbfl3,1
"@Randy82257977 @RunDisney56 @ABC @OSUCoachMeyer Smudge, a buckeye is a worthless nut.",1
Top White House Lawyer Gives Mueller Coveted Details   via @NYTimes https://t.co/q22Aw58MZO,0
@ournationsfirst @CBCNews Do you realize that you’re spouting complete bullshit that only another simpleton like you would believe?,1
@realDonaldTrump @FoxNews @LouDobbs WTH? Hit us with another distraction to take your mind off that trial of your campaign manager,1
@chucktodd And they are starting to get their lying asses sued.,0
@NBCNews Only thing you're doing is being sent to Utah for treason.  Firing squad.  Just reward for all your evil.,0
@itvnews Just drop them in a deep river,1
"@denisehendricks @ali @CNN Stevie Wonder is on the ""Trump is a Racist"" Band Wagon. Have to say good bye.",0
@cnnbrk What happened to the bromance?,0
"For many Americans, a better job isn’t enough reason to relocate https://t.co/zDi0HaTzw7 via @WSJ",0
@LindaHemby @AJENews I don't blame them for being depressed. They have thrown away lives and healthy bodies for a p… https://t.co/jrFVOyQWma,0
"@NBCNews So ! Just take that slap in the face, turn your head and walk away ?",0
"@jwpetersNYT Jeremy is one of those white liberals. That doesn't think ""We"" black folk are even smart enough to obt… https://t.co/C4co3TqpE3",0
@MSNBC @MaddowBlog Your are talking about  man so full of hate for the president. He demanded him not be allowed at… https://t.co/11ye4Oz4St,0
@amber_athey @dbongino @CNN should just change to FNN (Fake News Network) and get it over with....,1
@mostaxicab @FoxNews @dbongino Wrong .  You dreaming.. what crime ? What Evidence?,0
Download: Gee Baller Ft. Mr Eazi – This I Know #wedeyafrica https://t.co/ekMdZEmnBC,0
"يقول نزار القباني
لا علاقة حب بيننا!
لكنني احب حديثه واهتم به واتمني رؤيته واغار عليه🙈
لكنني لا أريده حبيبا ف الاحبه دائما يرحلون💔",0
"@TheDadBods @SkyNews So is smoking. 
But we're comparing ##Ecigs with smoking here.

#HappyToHelp 😊",0
"RT @StatusCristo1: Obrigado Senhor, Por +1 um dia de vida ❤🙌",0
@jaketapper CNN SUCKS,1
@theboltreport @SkyNewsAust You never hear Bolt talking about white Priest raping boys. Why does Bolt support white coloured rapists?,0
@realDonaldTrump @FoxNews Donald Drumpf is the enemy of the people!!!! #MakeDonaldDrumpfAgain,1
@lincsCOPter @itvcalendar Brilliant work. Hope the girl gets all the support she deserves. And the perp gets his just deserves.,0
@Newsweek She needs her head check,0
@HuffPost White people are simply EVIL,1
@FoxNews @dbongino @foxandfriends The GOP is already really ugly. They’re corrupt grifters who have no platform but… https://t.co/GNtDDowO1x,0
"@nytimes I am so sad for his death,he his truly a hero 
May his soul rest in perfect peace",0
@CBSNews Those poor children !  It’s a disgrace,0
